species,temp_diurnal_range,precip_seasonality,soil_pH,solar_radiation
fallax,120,67,59.1596374511719,16681.25
fallax,119,32,52.7319259643555,16121.75
fallax,91,84,55.078311920166,17020
fallax,121,61,53.7861442565918,14694.25
fallax,121,63,55,15045.6669921875
fallax,96,58,47,17061.5
fallax,129,80,54.1957817077637,16037.9169921875
fallax,121,91,57.0180740356445,16171.9169921875
fallax,118,34,56.8222885131836,16357.3330078125
fallax,104,86,57.0662651062012,15310.8330078125
fallax,128,74,44,14340.25
fallax,112,87,57,15536.4169921875
fallax,119,64,55,15437.1669921875
fallax,136,88,56,16456.916015625
fallax,89,67,53.3042182922363,17339.666015625
fallax,90,87,55.4126510620117,16816.583984375
fallax,113,45,48.4397583007812,17070.5
fallax,111,45,50.8102416992188,17536.666015625
fallax,114,48,52.2379531860352,17392.166015625
fallax,115,76,54.3403625488281,16412.333984375
fallax,115,82,52.2138557434082,14434.6669921875
fallax,138,80,49,15704.9169921875
fallax,126,63,54,15037.5830078125
fallax,107,57,63,15487.5830078125
fallax,128,41,58,14779
fallax,107,74,53.828311920166,16455.25
fallax,101,52,59.0753021240234,14887.25
fallax,116,67,54,15187.5830078125
fallax,123,67,52,15295.25
fallax,125,70,53.2018089294434,15426.5
fallax,97,58,58,18625.916015625
fallax,82,43,62.6656608581543,17562.416015625
fallax,113,77,53.8102416992188,16567.25
fallax,104,83,55.7680740356445,16262.5
fallax,103,82,56,16289.8330078125
fallax,102,81,57.8855438232422,16441.416015625
fallax,109,76,54,16434.25
fallax,115,74,54.0512046813965,15419.3330078125
fallax,99,68,47.3403625488281,16071.25
fallax,103,81,57.897590637207,16578.083984375
fallax,123,83,58.033130645752,16956.083984375
fallax,122,77,52,15123.75
fallax,101,64,52,13949.25
fallax,100,65,51.2620468139648,13967
fallax,130,77,51.8885536193848,15204.9169921875
fallax,146,54,53.5963859558105,14266.75
fallax,103,60,41.1837348937988,13947.9169921875
fallax,120,83,57,15954.0830078125
fallax,141,72,47.5271072387695,14701.5
fallax,109,77,54,16513.666015625
fallax,95,56,48,17277
fallax,116,78,52.8403625488281,15429.9169921875
fallax,131,78,51.171688079834,15149.1669921875
fallax,129,72,47,14522.5
fallax,129,86,55,15867.4169921875
fallax,128,56,54,15062.4169921875
fallax,91,61,65.1234970092773,18615.833984375
fallax,112,87,53.4427719116211,15365.25
fallax,107,64,45.6114463806152,17331.166015625
fallax,102,81,55,16645.916015625
fallax,132,91,53.1777114868164,15466.1669921875
fallax,121,87,53,15563.4169921875
fallax,111,71,53,14972.6669921875
fallax,130,75,53,16361.9169921875
fallax,117,72,53,15131.6669921875
fallax,139,75,51,14422.4169921875
fallax,95,64,46.4036140441895,16338.5830078125
fallax,110,72,51,16149.5
fallax,105,84,56,16898.333984375
fallax,106,74,54.1656608581543,16417.916015625
fallax,122,64,54.4006042480469,15678.75
fallax,121,65,56,15097.3330078125
fallax,120,64,58.8644561767578,15186.6669921875
fallax,104,79,44.6054229736328,16334.5830078125
fallax,121,78,54.7048187255859,16025.75
fallax,96,75,55,17281.5
fallax,112,77,54.7921676635742,16594.75
fallax,109,77,54.4427719116211,16592.416015625
fallax,121,85,51.3795166015625,15009
fallax,124,91,58.3463859558105,15438.6669921875
fallax,114,49,54.8493957519531,15758.3330078125
fallax,109,75,54.8403625488281,16437.75
fallax,90,49,44.0421676635742,16182.75
fallax,63,61,59,17892.75
fallax,90,41,41,15044.3330078125
fallax,110,70,54.8825302124023,15178
fallax,95,84,52.4548187255859,16175.4169921875
fallax,111,75,55,16981.833984375
fallax,91,89,53,16787.666015625
fallax,118,35,57.5210838317871,16256
fallax,108,75,52.8162651062012,15380.5
fallax,113,74,53,15422.8330078125
fallax,122,78,53,15354.5
fallax,118,78,53.1656608581543,15554.8330078125
fallax,128,87,53,15491.8330078125
fallax,99,56,53.3674697875977,14016.5
fallax,127,88,55,16647.5
fallax,131,76,43.3704833984375,14474.5
fallax,132,78,56.0542182922363,16085.3330078125
fallax,108,78,54,15647.3330078125
fallax,106,69,53.0813255310059,15233.1669921875
fallax,121,72,55,15292.1669921875
fallax,126,74,43.5873489379883,14381.9169921875
fallax,99,66,51.2921676635742,15592.9169921875
fallax,99,64,46.7138557434082,15867.9169921875
fallax,114,82,52.5,14272.9169921875
fallax,97,60,40,14852.0830078125
fallax,143,73,46.75,14395.1669921875
fallax,98,80,51.4969863891602,16150.1669921875
fallax,110,69,40.8644561767578,14006.9169921875
fallax,92,47,40.5120468139648,13973.3330078125
fallax,123,80,52,14664.4169921875
fallax,90,92,53,16630.416015625
fallax,129,71,52.3222885131836,16340.75
fallax,129,69,49.1837348937988,15527
fallax,136,72,45,14581.1669921875
fallax,93,66,NA,15002.1669921875
fallax,133,71,50,14967.0830078125
fallax,125,66,50.9909629821777,15056.3330078125
fallax,131,70,52.9578323364258,15111.5
fallax,138,76,45.3102416992188,14628.8330078125
fallax,138,76,45.3102416992188,14644.9169921875
fallax,137,79,46,14475.8330078125
fallax,138,78,48.725902557373,14649.9169921875
fallax,136,76,50.4337348937988,14952.5830078125
fallax,126,69,53.8704833984375,15371.8330078125
fallax,128,69,54,15250.1669921875
fallax,127,69,NA,15407.5830078125
fallax,127,70,50.6777114868164,16309.9169921875
fallax,114,87,56,15207.25
fallax,128,92,56.5572280883789,16017
fallax,91,52,50.171688079834,15150.6669921875
fallax,127,48,54,15060.3330078125
fallax,87,71,50.2560234069824,15296.9169921875
fallax,125,65,54,15806.25
fallax,117,81,52,15778.1669921875
fallax,128,75,50.4939765930176,15346
fallax,93,67,53,14954.3330078125
fallax,86,62,61.0873489379883,18798.333984375
fallax,118,68,51.8102416992188,14643.75
fallax,111,70,53.1114463806152,15224.9169921875
fallax,117,88,53.2379531860352,15589.5830078125
fallax,128,69,51.25,14513.6669921875
fallax,111,75,54,16386.416015625
fallax,111,82,53.2951812744141,16892.583984375
fallax,128,70,52.3343391418457,16319.25
fallax,99,72,57,16686.333984375
fallax,99,70,51.0873489379883,16423.916015625
fallax,118,89,54,15586.6669921875
fallax,99,67,59.1777114868164,17353.583984375
fallax,136,69,47,14759.6669921875
fasciculata,90,39,50,13615.1669921875
fasciculata,79,33,54,14763.8330078125
fasciculata,108,74,49.9126510620117,14404.25
fasciculata,90,37,NA,13715.3330078125
fasciculata,111,62,51.5,14433.1669921875
fasciculata,95,55,53.5361442565918,15272.5
fasciculata,87,41,50,13727.3330078125
fasciculata,103,39,53,13266.75
fasciculata,124,73,50.147590637207,14202.75
fasciculata,101,46,51.2319259643555,14303.8330078125
fasciculata,100,59,52,14648.5
fasciculata,95,49,54,13963.5830078125
fasciculata,99,62,50.8644561767578,14502.75
fasciculata,79,23,61,16308.3330078125
fasciculata,106,58,52.2801208496094,14285.6669921875
fasciculata,86,44,52.6084327697754,15039.4169921875
fasciculata,85,44,50.0662651062012,13320.5830078125
fasciculata,115,59,49.5421676635742,14862.5830078125
fasciculata,80,35,51,13273.5830078125
fasciculata,94,51,54,13854.25
fasciculata,94,45,52.6897583007812,13903.5830078125
fasciculata,89,45,51.9939765930176,13160
fasciculata,96,41,51.7198791503906,14260.8330078125
fasciculata,93,38,52,13853.4169921875
fasciculata,84,34,57.6355438232422,15654.6669921875
fasciculata,91,51,56.2861442565918,15384.5830078125
fasciculata,101,52,59.0753021240234,14887.25
fasciculata,106,74,50,13997.8330078125
fasciculata,82,43,50,13217
fasciculata,94,44,51.2921676635742,14052.75
fasciculata,91,40,53.3072280883789,14001
fasciculata,89,37,50,13130.1669921875
fasciculata,85,48,50.8403625488281,15394.5
fasciculata,100,63,51.8644561767578,14312.25
fasciculata,83,42,49.5391578674316,12893.3330078125
fasciculata,75,38,NA,14011.6669921875
fasciculata,81,43,50.4427719116211,13368.8330078125
fasciculata,93,45,51.4487953186035,13059
fasciculata,110,59,52.647590637207,15570.5
fasciculata,99,47,53.2018089294434,13096.1669921875
fasciculata,75,39,49.328311920166,13006.25
fasciculata,96,23,51,13111.0830078125
fasciculata,75,38,NA,13733.1669921875
fasciculata,112,30,51.5090370178223,13486.75
fasciculata,79,43,50.1265068054199,13240.25
fasciculata,113,58,51.1536140441895,14896.25
fasciculata,114,33,51.4548187255859,13730.75
fasciculata,74,41,50,13291.1669921875
fasciculata,83,46,53.8162651062012,15128.0830078125
fasciculata,113,79,NA,14626.3330078125
fasciculata,80,39,49.680721282959,13679
fasciculata,92,46,52,13097.8330078125
fasciculata,73,18,58.1987953186035,16330.8330078125
fasciculata,104,20,51,13085.1669921875
fasciculata,94,26,49.7439765930176,13257.75
fasciculata,102,49,54,13797.8330078125
fasciculata,79,38,51,13597.5
fasciculata,87,45,51,13395.6669921875
fasciculata,89,26,49.9367485046387,13756.5
fasciculata,95,54,55,14765.25
fasciculata,100,51,58.1204833984375,14908.5830078125
fasciculata,101,53,54.1596374511719,14893
fasciculata,98,51,56.5843391418457,14979.5830078125
fasciculata,100,22,50.7921676635742,12920.1669921875
fasciculata,109,20,50,13250.5
fasciculata,115,16,49.7921676635742,13141.0830078125
fasciculata,73,42,50,13130.3330078125
fasciculata,74,43,50.3945770263672,13166.5
fasciculata,71,39,47.7409629821777,13861.9169921875
fasciculata,111,56,49.147590637207,14961.8330078125
fasciculata,109,53,49.1295166015625,15055.4169921875
fasciculata,73,40,49.3222885131836,13328.5
fasciculata,98,57,51.1596374511719,14446
fasciculata,110,68,48.225902557373,14688.0830078125
fasciculata,97,23,51.1656608581543,13122.9169921875
fasciculata,77,39,50.3343391418457,13143.1669921875
fasciculata,77,32,50.7771072387695,13519.1669921875
fasciculata,92,25,50.1777114868164,13273.4169921875
fasciculata,75,43,50,13259.3330078125
fasciculata,89,34,51.4367485046387,13480.75
fasciculata,86,27,50,13495.4169921875
fasciculata,121,68,55,14414.25
fasciculata,132,77,51.9728927612305,14815.0830078125
fasciculata,93,24,52,13211.4169921875
fasciculata,80,30,50,13563
fasciculata,84,43,52,13943.25
fasciculata,87,41,49.6234931945801,13582.0830078125
fasciculata,103,58,54,14091
fasciculata,96,52,54,13973.3330078125
fasciculata,91,41,52,13150.75
fasciculata,74,38,NA,13913.8330078125
fasciculata,77,41,50.2349395751953,12931
fasciculata,94,28,51,13158.8330078125
fasciculata,75,38,49,14066.3330078125
fasciculata,107,67,50,14523.9169921875
fasciculata,125,66,50,14792.0830078125
fasciculata,121,62,51.6927719116211,14667.5830078125
fasciculata,124,73,51.2469863891602,14472
fasciculata,93,48,51.3313255310059,15218
fasciculata,98,59,50.8644561767578,14395.75
fasciculata,97,59,50.2951812744141,14042.9169921875
fasciculata,102,39,51,13382.5
fasciculata,86,45,50.4728927612305,13482.9169921875
ferruginata,124,92,56,16005.5830078125
ferruginata,123,77,51.1596374511719,15227.5830078125
ferruginata,114,80,55,14576.9169921875
ferruginata,113,77,53,16443.583984375
ferruginata,102,83,57.9819259643555,16369.25
ferruginata,131,87,54.7530136108398,16958.083984375
ferruginata,118,86,56.274097442627,16985.5
ferruginata,103,85,55,16306.8330078125
ferruginata,98,75,55.2018089294434,16349.3330078125
ferruginata,128,69,52.6686744689941,16361
ferruginata,122,78,54.5090370178223,16129.5830078125
ferruginata,124,81,54.352409362793,15915.6669921875
ferruginata,114,54,54,15749.1669921875
ferruginata,116,87,55.4969863891602,15279.6669921875
ferruginata,112,56,61.3403625488281,15493.9169921875
ferruginata,117,87,53,15793.25
ferruginata,123,79,51.0150604248047,14742.5830078125
ferruginata,74,59,68.5391540527344,18148.916015625
ferruginata,130,79,51.8343391418457,15135.5830078125
ferruginata,124,88,53.4548187255859,16336.5830078125
ferruginata,121,91,57.0180740356445,16171.9169921875
ferruginata,126,78,52,14729.0830078125
ferruginata,119,80,53,16487.666015625
ferruginata,140,82,55,16180.8330078125
ferruginata,125,82,54.8373489379883,16993.666015625
ferruginata,117,76,52.8222885131836,15100.5
ferruginata,91,61,65.1234970092773,18615.833984375
ferruginata,82,59,61.4156608581543,18965
ferruginata,119,57,62,16589.916015625
ferruginata,115,83,52.1536140441895,15199
ferruginata,115,76,54.6596374511719,16216.4169921875
ferruginata,117,80,51.6445770263672,15682.0830078125
ferruginata,109,80,53,15832.9169921875
ferruginata,136,68,52.9548187255859,14614.5830078125
ferruginata,117,88,56,16190.6669921875
ferruginata,129,82,56.024097442627,17468.916015625
ferruginata,114,79,53.8162651062012,15724.6669921875
ferruginata,133,76,51,14757.0830078125
ferruginata,112,75,54.069278717041,15249.8330078125
ferruginata,104,86,57.0662651062012,15310.8330078125
ferruginata,115,77,54.7801208496094,16457.583984375
ferruginata,103,83,56,16706.583984375
ferruginata,127,85,56.6295166015625,16815.583984375
ferruginata,104,53,68.4849395751953,17108.25
ferruginata,108,37,69.1867446899414,17294.75
ferruginata,121,64,61.1777114868164,16637.666015625
ferruginata,120,79,52.9728927612305,14844.8330078125
ferruginata,124,75,53,15209.5830078125
ferruginata,79,23,61,16308.3330078125
ferruginata,78,62,64,18528.75
ferruginata,63,61,59,17892.75
ferruginata,123,64,53.466869354248,15485.75
ferruginata,122,61,53.9246978759766,15641.8330078125
ferruginata,135,90,54,15993.0830078125
ferruginata,122,86,53.1897583007812,15050.25
ferruginata,125,66,48.9457817077637,15239.25
ferruginata,119,84,51.8584327697754,15126.75
ferruginata,121,74,56,16631.25
ferruginata,119,51,61,16640
ferruginata,115,44,56,16414.416015625
ferruginata,66,45,54.0993957519531,17284.666015625
ferruginata,110,94,60,16509.833984375
ferruginata,90,43,64,18007.083984375
ferruginata,79,46,59.7198791503906,17576
ferruginata,117,58,61,16784.083984375
ferruginata,106,90,61.9608421325684,17036.083984375
ferruginata,116,60,60,17183.166015625
ferruginata,118,58,53,15691.9169921875
ferruginata,115,80,52,15807.8330078125
ferruginata,121,74,56,15960.9169921875
ferruginata,135,74,53,16283
ferruginata,109,87,53.4728927612305,15580.8330078125
ferruginata,102,81,55.9969863891602,16621.916015625
ferruginata,106,74,54.1656608581543,16417.916015625
ferruginata,120,77,53.7379531860352,16407.5
ferruginata,109,77,54.1536140441895,16567.666015625
ferruginata,121,77,52.1355438232422,15346.9169921875
ferruginata,121,79,52.7801208496094,16492.416015625
ferruginata,111,77,55.6686744689941,16478.083984375
ferruginata,111,78,54,16518.666015625
ferruginata,107,75,54.171688079834,16469.833984375
ferruginata,124,67,53,15338.9169921875
ferruginata,125,93,58.7198791503906,16081.9169921875
ferruginata,101,81,56,16500.083984375
ferruginata,110,77,53.1897583007812,16528.083984375
ferruginata,112,77,56,16349.4169921875
ferruginata,77,44,57,17359.666015625
ferruginata,111,77,54.1656608581543,16547.083984375
ferruginata,76,57,56,17719.25
ferruginata,133,78,50,15482.6669921875
ferruginata,116,66,55,15105.3330078125
ferruginata,104,83,55.225902557373,16302
ferruginata,115,76,53,16445.583984375
ferruginata,114,86,52,15239.5830078125
ferruginata,104,74,54.1536140441895,16445.333984375
ferruginata,125,78,51,14700.5
ferruginata,103,38,67.6927719116211,17332.416015625
ferruginata,103,81,57.897590637207,16578.083984375
ferruginata,96,76,54.1897583007812,16382
ferruginata,127,74,53.1415672302246,16458.583984375
ferruginata,101,64,51,13985.5
ferruginata,119,63,59,15179.75
ferruginata,125,83,53.4066276550293,16791
ferruginata,119,66,61,16808.583984375
ferruginata,105,83,55.1054229736328,16730.25
ferruginata,109,77,54.4427719116211,16592.416015625
ferruginata,123,66,51.6536140441895,15624.9169921875
ferruginata,82,45,60.4277114868164,17669
ferruginata,108,76,53,16419.083984375
ferruginata,112,77,54,16575.916015625
ferruginata,119,79,49.6837348937988,14806
ferruginata,114,81,51.1355438232422,15019.25
ferruginata,125,81,54,16845.25
ferruginata,105,78,56,16264.5
ferruginata,148,82,54,16115.5
ferruginata,122,78,53.25,16370
ferruginata,133,72,53.3403625488281,15688.1669921875
ferruginata,124,92,58.2981910705566,15808.3330078125
ferruginata,116,82,55.3102416992188,15178.6669921875
ferruginata,124,87,54.6897583007812,15898.4169921875
ferruginata,133,65,53.2198791503906,14988.8330078125
ferruginata,111,56,63.5512046813965,15578.5
ferruginata,122,64,54.2108421325684,15644.8330078125
ferruginata,118,57,52.5481910705566,15603.3330078125
ferruginata,120,65,57,15120
ferruginata,110,73,49.966869354248,16135.3330078125
ferruginata,113,79,53.7981910705566,16437.166015625
ferruginata,115,78,53.2078323364258,16446.833984375
ferruginata,114,80,55,16062.25
ferruginata,109,76,57.2921676635742,16280.0830078125
ferruginata,103,82,56,16289.8330078125
ferruginata,132,78,55.4789161682129,16081.6669921875
ferruginata,128,70,53.6777114868164,16333.1669921875
ferruginata,107,75,52.8162651062012,15371.1669921875
ferruginata,117,77,53,15459.25
ferruginata,109,92,58.9819259643555,16508.083984375
ferruginata,124,91,58.3463859558105,15438.6669921875
ferruginata,136,71,50.9728927612305,14476.5
ferruginata,138,81,56.466869354248,16161.75
ferruginata,121,77,49.3704833984375,16272.5
ferruginata,131,83,56,16047
ferruginata,113,91,57.1054229736328,17080.666015625
ferruginata,103,79,56.9367485046387,16469.083984375
ferruginata,121,76,53,15261.6669921875
ferruginata,117,61,57.0301208496094,15529.4169921875
ferruginata,120,86,54.2981910705566,15914.6669921875
ferruginata,101,40,68,17685.25
ferruginata,127,95,56.5150604248047,16152.5830078125
ferruginata,106,38,67.5391540527344,17080.666015625
ferruginata,132,78,53,15882.8330078125
ferruginata,77,61,63.8493957519531,18283.333984375
ferruginata,126,73,44.6234931945801,14355.3330078125
ferruginata,103,80,54.283130645752,16509.666015625
ferruginata,127,92,60,15933.1669921875
ferruginata,80,64,61.0993957519531,18772.333984375
ferruginata,119,79,52.0512046813965,14750.9169921875
ferruginata,123,76,52.9006042480469,15266.1669921875
ferruginata,131,78,52,15251.8330078125
ferruginata,118,79,59.1295166015625,16949.416015625
ferruginata,88,67,62,18797.5
ferruginata,120,90,54.569278717041,15445.0830078125
ferruginata,128,77,53.7771072387695,15268.1669921875
ferruginata,118,83,54.4036140441895,15427.9169921875
ferruginata,98,75,55.6325302124023,16346.8330078125
ferruginata,84,54,61.725902557373,17746.666015625
ferruginata,105,76,54,16432.583984375
ferruginata,107,82,54,16463.916015625
ferruginata,121,75,51,16286.0830078125
ferruginata,102,83,56.9819259643555,16329.5
ferruginata,121,88,54.2801208496094,15897.1669921875
ferruginata,123,85,55,16068.4169921875
ferruginata,136,68,50.9909629821777,14613.4169921875
ferruginata,130,51,57.3463859558105,15321
flammea,105,82,52.5632514953613,15109.3330078125
flammea,68,10,57.7198791503906,16721.333984375
flammea,105,85,58.8855438232422,15630
flammea,111,75,54,16386.416015625
flammea,80,43,50,12904.4169921875
flammea,117,72,53,15177.75
flammea,83,45,50,13433.1669921875
flammea,128,71,50.6295166015625,14593.4169921875
flammea,108,79,53.6054229736328,15848.25
flammea,102,22,51.225902557373,13477.5830078125
flammea,92,24,49.8162651062012,13204.5830078125
flammea,143,78,47.2138557434082,15582.3330078125
flammea,115,59,49.5421676635742,14862.5830078125
flammea,108,59,52,14399.75
flammea,83,47,56.716869354248,17894.416015625
flammea,66,28,59.569278717041,17165.916015625
flammea,112,80,52.8463859558105,14554.5830078125
flammea,113,63,49.5,14131.4169921875
flammea,93,48,51.3313255310059,15218
flammea,90,39,50,13615.1669921875
flammea,115,84,52.4638557434082,14815.8330078125
flammea,96,23,50.1777114868164,13117.0830078125
flammea,115,56,60.8222885131836,16603.416015625
flammea,120,62,62.3674697875977,16862.416015625
flammea,103,80,54.930721282959,16570.083984375
flammea,83,46,53.8162651062012,15128.0830078125
flammea,110,76,52,16488.583984375
flammea,116,82,55.3102416992188,15178.6669921875
flammea,138,88,55.7048187255859,15824.8330078125
flammea,102,80,55.0903625488281,16538.666015625
flammea,113,88,53,15287.5830078125
flammea,133,70,52,14585.5
flammea,106,41,66.4849395751953,16894.666015625
flammea,68,31,51,13860.5830078125
flammea,69,34,50.0873489379883,13663.5830078125
flammea,98,22,50.3313255310059,13087
flammea,91,25,50.8584327697754,13447.3330078125
flammea,123,79,51.0150604248047,14742.5830078125
flammea,116,84,53,14484.75
flammea,120,79,52.9728927612305,14844.8330078125
flammea,112,78,52.1415672302246,14705.8330078125
flammea,122,80,52.9608421325684,14818.4169921875
flammea,90,37,NA,13715.3330078125
flammea,65,23,54,17129.666015625
flammea,85,33,49,13136.1669921875
flammea,126,91,58.3554229736328,15655.0830078125
flammea,116,60,60,17183.166015625
flammea,122,78,53,15354.5
flammea,137,81,52.1596374511719,15203.0830078125
flammea,73,40,49.3222885131836,13328.5
flammea,88,42,53.5602416992188,14325.75
flammea,97,23,51.1656608581543,13122.9169921875
flammea,96,44,51.0662651062012,13860.0830078125
flammea,115,78,53.2078323364258,16446.833984375
flammea,116,82,53.8042182922363,14737.9169921875
flammea,116,75,52,15146.8330078125
flammea,136,80,48.9698791503906,14931.5
flammea,116,52,61,16726.25
flammea,119,65,61,16778.166015625
flammea,121,87,54,15897.6669921875
flammea,120,86,54.2981910705566,15914.6669921875
flammea,123,88,53.7921676635742,15224.75
flammea,144,71,46,14717.5830078125
flammea,139,76,48.3222885131836,14596.4169921875
flammea,137,79,46,14617.5830078125
flammea,66,16,61.5542182922363,16790.75
flammea,114,81,52,14970.5
flammea,91,25,51.1656608581543,13509.75
flammea,78,31,50,13575.3330078125
flammea,114,53,63.2801208496094,16605.5
flammea,71,22,56.1566276550293,16571.166015625
flammea,100,35,66.5512084960938,16911.416015625
flammea,100,51,58.1204833984375,14908.5830078125
flammea,119,84,55,15977.8330078125
flammea,114,82,55,15082.25
flammea,108,73,50.9186744689941,14315.6669921875
flammea,115,85,54.6054229736328,14988.75
flammea,104,74,54.1536140441895,16445.333984375
flammea,121,61,54.2138557434082,14925.8330078125
flammea,94,32,59.2921676635742,15968.75
flammea,116,77,52,14755.1669921875
flammea,121,62,51.6927719116211,14667.5830078125
flammea,105,53,49.319278717041,14978.5830078125
flammea,129,78,55.6897583007812,15755
flammea,111,71,53,14972.6669921875
flammea,120,68,49.3795166015625,14709
flammea,107,52,51,13939.75
flammea,105,54,53.7198791503906,13896.6669921875
flammea,100,52,58,14905.75
flammea,101,52,59.0753021240234,14887.25
flammea,112,78,52.225902557373,15559.4169921875
flammea,110,70,54.8825302124023,15178
flammea,120,88,56.5391578674316,16201.75
flammea,131,87,53.6174697875977,15901.6669921875
flammea,116,69,54,15243.5
flammea,92,25,50,13156
flammea,117,88,53.7680740356445,15444.5830078125
flammea,127,78,50.0150604248047,14636.5830078125
flammea,111,62,51.5,14433.1669921875
flammea,111,85,53,15133.3330078125
flammea,74,33,49.9126510620117,13591.6669921875
flammea,112,61,56,14913.75
flammea,114,86,52.4789161682129,15179.8330078125
flammea,108,75,51,14437.0830078125
flammea,114,80,55,14576.9169921875
flammea,98,42,49.7319259643555,14477.0830078125
flammea,109,53,49.1295166015625,15055.4169921875
flammea,71,18,57.1355438232422,16647
flammea,73,19,63.4036140441895,16883.666015625
flammea,111,70,53.1114463806152,15224.9169921875
flammea,100,52,57.4277114868164,14929
flammea,124,75,53,15155.0830078125
flammea,97,30,54.0180740356445,13673.9169921875
flammea,126,74,51.7048187255859,14067
flammea,79,23,61,16308.3330078125
flammea,73,18,58.1987953186035,16330.8330078125
flammea,99,50,50.1415672302246,15176.75
flammea,115,52,59.2981910705566,16670.583984375
flammea,116,60,62.6596374511719,16515.666015625
flammea,128,90,58.6957817077637,15765.3330078125
flammea,134,92,56,15745
flammea,106,53,50,14999.1669921875
flammea,115,76,53,16445.583984375
flammea,128,87,56,16145.75
flammea,99,53,52.3222885131836,13933.5
flammea,123,77,51.1596374511719,15227.5830078125
flammea,108,56,54.8313255310059,14799.6669921875
flammea,113,66,63,15109.3330078125
flammea,102,53,55.1957817077637,14897.6669921875
flammea,98,50,53.1777114868164,14930.9169921875
flammea,93,53,56,14698
flammea,107,57,55.7680740356445,14875.25
flammea,121,85,53,15228.9169921875
flammea,104,85,59.5451812744141,15711.3330078125
flammea,113,82,53,14560.9169921875
flammea,126,91,56.5843391418457,15941.5
flammea,108,86,58.7078323364258,15497.25
flammea,75,39,49.328311920166,13006.25
flammea,95,59,51.5391578674316,14708.5
flammea,89,42,48.6566276550293,13618.5830078125
flammea,96,39,51.533130645752,13171.4169921875
flammea,74,19,58.0993957519531,16294.4169921875
flammea,114,84,NA,14713.5830078125
flammea,117,67,51,14010.3330078125
flammea,113,76,52.2018089294434,16435.416015625
flammea,114,83,55.3765068054199,15111.6669921875
flammea,117,84,53.7078323364258,14619
flammea,120,61,63.7861442565918,16857.833984375
flammea,82,43,50,13217
flammea,121,68,55,14414.25
flammea,98,61,51,14911.1669921875
flammea,124,79,52,14663.0830078125
flammea,126,78,51.9789161682129,14731
flammea,119,84,52.171688079834,15006.0830078125
flammea,116,80,53,14796.5830078125
formosa,96,26,61,15902.9169921875
formosa,115,59,49.5421676635742,14862.5830078125
formosa,121,62,51.6927719116211,14667.5830078125
formosa,101,52,59.0753021240234,14887.25
formosa,86,44,52.6084327697754,15039.4169921875
formosa,89,48,48.3554229736328,15159
formosa,84,39,52.4397583007812,14352.5
formosa,70,33,48.2228927612305,13586.1669921875
formosa,86,27,50.1114463806152,13564
formosa,109,53,49.1295166015625,15055.4169921875
formosa,65,16,59.4608421325684,16877.25
formosa,83,43,51.4548187255859,13479.1669921875
formosa,72,33,50,13642.3330078125
formosa,113,66,53,14500.0830078125
formosa,98,51,56.5843391418457,14979.5830078125
formosa,122,72,50,14351.6669921875
formosa,121,68,55,14414.25
formosa,117,78,51.9608421325684,14815.1669921875
formosa,98,59,51.8463859558105,14260.3330078125
formosa,103,58,54,14091
formosa,117,68,50,14033.6669921875
formosa,90,39,50,13615.1669921875
formosa,101,54,50.1656608581543,14682.0830078125
formosa,101,59,52,15028.4169921875
formosa,111,62,51.5,14433.1669921875
formosa,129,71,49,15530.25
formosa,84,46,50.7680740356445,14920.1669921875
formosa,118,72,52,14459.75
formosa,103,67,52,13867.75
formosa,98,22,51,13075.6669921875
formosa,95,47,54,13728.75
formosa,99,47,53.6234931945801,13664.1669921875
formosa,82,42,49.897590637207,13424.5
formosa,85,44,50.533130645752,13452.4169921875
formosa,96,57,54.6445770263672,13914.5830078125
formosa,68,31,51,13860.5830078125
formosa,106,58,52.2801208496094,14285.6669921875
formosa,83,44,50.5632514953613,13476.5830078125
formosa,82,43,49,13436.4169921875
formosa,93,45,52.3343391418457,13964
formosa,84,42,50,13284.9169921875
formosa,97,31,50.4186744689941,13717.75
formosa,119,37,52.6506042480469,14594.1669921875
formosa,94,37,52,13891.5830078125
formosa,72,39,NA,14005.5830078125
formosa,93,45,51,14014.25
formosa,95,46,50.6897583007812,14126.9169921875
formosa,95,50,52.6686744689941,13933.6669921875
formosa,82,43,50,13384
formosa,96,30,54,13651.75
formosa,93,35,51,13226.0830078125
formosa,84,43,50.4126510620117,13405.25
formosa,86,35,50.3072280883789,12907
formosa,99,57,54.3795166015625,14053.5830078125
formosa,96,52,54,13973.3330078125
formosa,85,43,51.3674697875977,13798
formosa,115,25,49.3704833984375,13724.4169921875
formosa,90,29,50,13166.25
formosa,91,25,49.7921676635742,13117.4169921875
formosa,95,46,51.3463859558105,13146.25
formosa,92,26,50.8222885131836,13263.4169921875
formosa,102,60,52,14163.4169921875
formosa,86,38,53,13642.4169921875
formosa,94,42,50.5,14761.4169921875
formosa,91,40,53.3072280883789,14001
formosa,74,39,50.6084327697754,13165.9169921875
formosa,102,49,54,13797.8330078125
formosa,75,39,49.328311920166,13006.25
formosa,99,49,53,13835.3330078125
formosa,90,30,49,13231.25
formosa,106,51,52.725902557373,13873.9169921875
formosa,89,34,51.4367485046387,13480.75
formosa,93,30,50.7921676635742,13242.25
formosa,76,43,49,13097.25
formosa,93,46,52.4608421325684,13181.25
formosa,97,27,50,13352.8330078125
formosa,93,25,48.7680740356445,13208.5830078125
formosa,92,24,49,13250.0830078125
formosa,102,61,54,14194
