species,temp_diurnal_range,precip_seasonality,soil_pH,solar_radiation
formosa,97,55,52,13874.1669921875
formosa,90,37,NA,13715.3330078125
formosa,104,26,49,14076.6669921875
heliotropoides,93,68,45.4578323364258,15051.5830078125
heliotropoides,108,66,46,15176.8330078125
heliotropoides,132,81,54,16003.4169921875
heliotropoides,113,81,55.1596374511719,16863.166015625
heliotropoides,108,82,56.8945770263672,16816.666015625
heliotropoides,124,82,55,17200.416015625
heliotropoides,123,71,50,15806.5830078125
heliotropoides,103,81,54.0180740356445,16648.666015625
heliotropoides,111,64,46,15126.25
heliotropoides,103,92,53.5451812744141,16316.1669921875
heliotropoides,127,71,48,14624.5
heliotropoides,143,73,44.0060234069824,14816.0830078125
heliotropoides,116,60,49,15032.75
heliotropoides,127,80,53.5120468139648,17395.583984375
heliotropoides,125,66,48.9457817077637,15239.25
heliotropoides,125,82,54.5843391418457,16051.1669921875
heliotropoides,113,83,58,17127.916015625
heliotropoides,121,64,56.8644561767578,15260.75
heliotropoides,105,83,53.0451812744141,16865.416015625
heliotropoides,103,82,56,16289.8330078125
heliotropoides,130,79,50,15721.5
heliotropoides,98,75,55,16361.25
heliotropoides,102,84,56.2018089294434,16308.5830078125
heliotropoides,116,65,54.8403625488281,15059.1669921875
heliotropoides,113,83,59,17061.75
heliotropoides,116,63,53.5512046813965,15262.1669921875
heliotropoides,104,83,55,16303.5
heliotropoides,114,68,49.0512046813965,15511.5
heliotropoides,111,84,54,16701.583984375
heliotropoides,99,79,55.2590370178223,16412.416015625
heliotropoides,102,81,55,16645.916015625
heliotropoides,102,81,55.9789161682129,16604.916015625
heliotropoides,112,83,58.7861442565918,17158
heliotropoides,112,63,47.8162651062012,15094.1669921875
heliotropoides,136,71,47.8132514953613,14504.6669921875
heliotropoides,112,63,45.4397583007812,14941.9169921875
heliotropoides,112,63,47.7861442565918,15013
heliotropoides,119,88,54.225902557373,16591.333984375
heliotropoides,121,87,54.75,16644.25
heliotropoides,104,82,44,15521.6669921875
heliotropoides,119,58,54,15617.6669921875
heliotropoides,133,80,54,15937.3330078125
heliotropoides,112,63,47.5843391418457,15129.3330078125
heliotropoides,129,69,49.1114463806152,15535
heliotropoides,111,63,46.774097442627,14891.5830078125
heliotropoides,132,78,56.0542182922363,16085.3330078125
heliotropoides,115,85,54.8042182922363,16115.3330078125
heliotropoides,98,77,46,15274.5830078125
heliotropoides,106,84,54.930721282959,16893.916015625
heliotropoides,115,60,47.1777114868164,14963.0830078125
heliotropoides,100,79,54.0993957519531,16616.416015625
heliotropoides,129,69,48.3674697875977,15281.75
heliotropoides,129,69,49.1837348937988,15527
heliotropoides,128,74,48.6536140441895,15268.0830078125
heliotropoides,146,72,46.5060234069824,14810.5
heliotropoides,126,71,53.4518089294434,15027.4169921875
heliotropoides,145,69,45.3222885131836,14688.5830078125
heliotropoides,127,74,44.6114463806152,14357.5
heliotropoides,130,72,53.0572280883789,15553.75
heliotropoides,108,83,56.8132514953613,16945
heliotropoides,107,82,56,16722.833984375
heliotropoides,136,68,52.9578323364258,14476.1669921875
hyemalis,95,15,49.966869354248,13903.4169921875
hyemalis,117,70,50.171688079834,14297.25
hyemalis,99,31,50.8132514953613,13575.6669921875
hyemalis,113,69,50,14309.1669921875
hyemalis,112,26,50.5933723449707,13985.3330078125
hyemalis,114,42,54.6174697875977,14447
hyemalis,99,64,52.9036140441895,14147.75
hyemalis,94,9,50,13958.1669921875
hyemalis,117,11,53.430721282959,14257.4169921875
hyemalis,95,12,52,14453
hyemalis,100,19,53,14771
hyemalis,107,27,50.3765068054199,13678.3330078125
hyemalis,110,27,50.8253021240234,13892.5
hyemalis,95,10,54,14419
hyemalis,97,12,50,14394.3330078125
hyemalis,102,28,50.3253021240234,13412.8330078125
hyemalis,90,39,50,13615.1669921875
hyemalis,106,28,51,13650
hyemalis,111,27,50,13842.4169921875
hyemalis,118,34,53.1506042480469,14346.75
hyemalis,108,5,52,15268.0830078125
hyemalis,90,12,53.6355438232422,14354.1669921875
hyemalis,103,29,51.5572280883789,13821.5
hyemalis,120,39,55.7198791503906,15122.8330078125
hyemalis,126,20,53.533130645752,14667.75
hyemalis,95,17,50,13726.0830078125
hyemalis,124,29,53.5933723449707,14715
hyemalis,122,18,54.1626510620117,16082.4169921875
hyemalis,103,21,51,13126.3330078125
hyemalis,99,57,54.3795166015625,14053.5830078125
hyemalis,124,71,49.828311920166,14296
hyemalis,98,30,53,13683.4169921875
hyemalis,93,33,52.7710838317871,13084.5
hyemalis,122,25,52.5451812744141,14884.75
hyemalis,123,28,53.5753021240234,14715
hyemalis,85,11,52,14367.25
hyemalis,97,9,54.2228927612305,14399.5
hyemalis,102,10,50,14333.3330078125
hyemalis,114,26,49.7891578674316,13902
hyemalis,72,42,49.3945770263672,13320.75
hyemalis,99,28,52,13606.1669921875
hyemalis,118,40,53.6114463806152,14521.75
hyemalis,116,25,51,14320.75
hyemalis,93,8,52.2078323364258,14238.5
hyemalis,96,57,54.6445770263672,13914.5830078125
hyemalis,94,11,52.3162651062012,14875.75
hyemalis,82,25,51.0632514953613,13565.9169921875
hyemalis,108,12,50.0753021240234,14570.1669921875
hyemalis,109,12,51,14635.0830078125
hyemalis,94,9,53.75,14538.9169921875
hyemalis,96,23,50,13536.75
hyemalis,109,20,50,13489.1669921875
hyemalis,120,15,50.4879531860352,13448.0830078125
hyemalis,98,22,51,13075.6669921875
hyemalis,114,27,51,13962.5830078125
hyemalis,96,48,54.5993957519531,13092.8330078125
hyemalis,115,25,50,13829.5
hyemalis,106,27,48.5813255310059,13789.25
hyemalis,119,24,52,14318.8330078125
hyemalis,95,9,52.1596374511719,14193.0830078125
hyemalis,103,13,49.9096374511719,13975.0830078125
hyemalis,122,16,52.6837348937988,14055.8330078125
hyemalis,125,21,53.4246978759766,15319.8330078125
hyemalis,116,18,52.2349395751953,14894.6669921875
hyemalis,91,23,49.0933723449707,13543
hyemalis,97,9,54.8403625488281,14178.75
hyemalis,119,17,52,14027.5
hyemalis,120,29,53.4367485046387,14737.3330078125
hyemalis,96,31,49.5933723449707,13662.25
hyemalis,112,28,50.7078323364258,13979.6669921875
hyemalis,99,14,52.9156608581543,14439.25
hyemalis,104,27,50.5873489379883,13464.0830078125
hyemalis,114,29,50.9096374511719,14136.0830078125
hyemalis,119,39,52.4006042480469,14547.9169921875
hyemalis,114,21,49.5873489379883,13975.1669921875
hyemalis,91,40,53.3072280883789,14001
hyemalis,122,12,53.1957817077637,14005.6669921875
hyemalis,104,18,52.5030136108398,14624.25
hyemalis,120,12,55,16048.4169921875
hyemalis,97,55,52,13874.1669921875
hyemalis,116,20,50.5361442565918,13413.9169921875
hyemalis,107,15,50.0813255310059,13761.25
hyemalis,97,30,50.5753021240234,13719.25
hyemalis,96,20,53,14563.5830078125
hyemalis,119,85,53,14982.4169921875
hyemalis,105,11,51,14492.0830078125
hyemalis,95,13,51.2228927612305,14391.75
hyemalis,100,58,53.7018089294434,14077.75
hyemalis,100,25,51.3102416992188,13450.1669921875
hyemalis,99,30,49.7891578674316,13604.6669921875
hyemalis,102,55,53.3554229736328,14229
hyemalis,113,29,50.7469863891602,13831.4169921875
hyemalis,117,42,53.6054229736328,14492.6669921875
hyemalis,112,69,50.3674697875977,14388.25
hyemalis,109,67,50.8102416992188,14162.9169921875
hyemalis,109,5,52.8042182922363,15248.25
hyemalis,97,11,51.0753021240234,14529
hyemalis,124,16,51,14745.4169921875
hyemalis,105,23,49.5481910705566,13367.6669921875
hyemalis,114,30,50.5512046813965,14111.5830078125
hyemalis,94,11,52.25,14326
hyemalis,99,31,51.4789161682129,13712.3330078125
hyemalis,104,18,50,13583.1669921875
hyemalis,93,35,51,13226.0830078125
hyemalis,120,16,52,14729.9169921875
hyemalis,91,39,51.283130645752,13711.75
hyemalis,111,40,54.5813255310059,13963.25
hyemalis,113,40,54.5873489379883,14337.9169921875
hyemalis,115,42,53.3885536193848,14394.4169921875
hyemalis,94,44,52.8313255310059,14384.6669921875
hyemalis,118,36,54.1626510620117,14535.3330078125
hyemalis,103,28,51.7801208496094,13354.4169921875
hyemalis,84,27,50.8704833984375,13329.75
hyemalis,112,67,49.1837348937988,14367.0830078125
hyemalis,116,26,50.5572280883789,14121.4169921875
hyemalis,93,8,53,14549.9169921875
hyemalis,94,12,53.774097442627,14670.9169921875
hyemalis,113,17,50.8042182922363,13326.4169921875
hyemalis,126,72,51,14468.5
hyemalis,92,12,51.8945770263672,13713.3330078125
hyemalis,94,13,52,14300.8330078125
hyemalis,94,8,52.1957817077637,14498.5830078125
hyemalis,112,6,51.2951812744141,15366.4169921875
hyemalis,114,25,51,13803
hyemalis,93,8,53.1957817077637,14214.0830078125
hyemalis,95,11,53.1054229736328,14410.9169921875
hyemalis,97,11,53,14450.8330078125
hyemalis,94,13,54.7409629821777,14499.1669921875
hypoleuca,69,24,66,16691.666015625
hypoleuca,69,13,54,16569.166015625
hypoleuca,86,62,61.0873489379883,18798.333984375
hypoleuca,71,64,53.0512046813965,18920
hypoleuca,64,18,62.828311920166,16975.333984375
hypoleuca,105,62,45,17132.333984375
hypoleuca,102,57,53,14835.75
hypoleuca,64,16,53,16769.416015625
hypoleuca,92,58,NA,16017.9169921875
hypoleuca,90,54,46.7650604248047,17689.25
hypoleuca,86,44,NA,18580.583984375
hypoleuca,86,32,42.25,14867.6669921875
hypoleuca,68,10,54.9006042480469,16690.5
hypoleuca,87,47,43,14953.6669921875
hypoleuca,78,15,59.4156608581543,16240.6669921875
hypoleuca,71,62,59,19339.75
hypoleuca,81,61,64.1415634155273,18699.083984375
hypoleuca,81,63,61,18714.75
hypoleuca,68,65,53.5843391418457,18987.916015625
hypoleuca,86,62,68.2379531860352,17799.75
hypoleuca,68,65,54,19150
hypoleuca,75,60,57,18508.916015625
hypoleuca,75,63,54.8825302124023,18534.75
hypoleuca,69,64,55.4879531860352,18904.583984375
hypoleuca,97,48,47.1265068054199,17220.333984375
hypoleuca,88,51,49.8102416992188,17107.25
hypoleuca,96,61,48,16198.4169921875
hypoleuca,84,41,46,17522.333984375
hypoleuca,64,16,54.9487953186035,16796.916015625
hypoleuca,85,31,42,14746
hypoleuca,85,43,45,14508.4169921875
hypoleuca,78,63,61,19005.75
hypoleuca,63,17,54,16795.083984375
hypoleuca,64,17,54.6837348937988,16954.916015625
hypoleuca,66,22,55.0391578674316,16667.75
hypoleuca,91,52,56.2319259643555,15273
hypoleuca,86,36,43,14874.25
hypoleuca,100,35,55.1385536193848,18292.916015625
hypoleuca,76,18,61,16350.1669921875
hypoleuca,64,18,57.0271072387695,16748.833984375
hypoleuca,86,27,60.8584327697754,16177.5
hypoleuca,85,44,45.8222885131836,17267.25
hypoleuca,68,59,61,19054.916015625
hypoleuca,77,17,60,16269.4169921875
hypoleuca,92,52,53.4397583007812,15279.25
hypoleuca,92,58,63,18797.916015625
hypoleuca,70,10,58,16680.5
hypoleuca,85,32,42.75,14795
hypoleuca,98,52,57.3463859558105,15413.9169921875
hypoleuca,86,49,49,15346.4169921875
hypoleuca,65,16,59.4608421325684,16877.25
hypoleuca,73,20,64.6084365844727,16875.583984375
hypoleuca,63,16,54.9849395751953,16933.5
hypoleuca,79,23,61,16308.3330078125
hypoleuca,82,80,58,18439.25
hypoleuca,93,40,57,15508.9169921875
hypoleuca,82,78,56.0602416992188,18296.416015625
hypoleuca,74,31,57,16719.416015625
hypoleuca,64,16,53.7379531860352,16798.083984375
hypoleuca,62,64,53.069278717041,18823.5
hypoleuca,66,46,66,17038.25
hypoleuca,64,16,52.8132514953613,16947.416015625
hypoleuca,76,19,57.4638557434082,16305.5
hypoleuca,65,19,55,16675.333984375
hypoleuca,74,27,55.4367485046387,16863.5
hypoleuca,66,45,54.0993957519531,17284.666015625
hypoleuca,84,43,62,17606.666015625
hypoleuca,63,15,53.1084327697754,16798.25
hypoleuca,65,17,61.8825302124023,16845.916015625
hypoleuca,85,27,60.466869354248,15767.9169921875
hypoleuca,92,49,47,16842.583984375
hypoleuca,87,27,58,16103.5
hypoleuca,68,13,55.3253021240234,16574.5
hypoleuca,92,44,46.1234931945801,17077.333984375
hypoleuca,86,39,45.1626510620117,17827.166015625
hypoleuca,78,35,47.4548187255859,18256.583984375
hypoleuca,78,35,47,18202.25
hypoleuca,83,39,45.2710838317871,17592.25
hypoleuca,73,18,58.1987953186035,16330.8330078125
hypoleuca,85,61,58.3042182922363,16341.4169921875
hypoleuca,89,32,48.0090370178223,17363.25
hypoleuca,75,64,56,18657.5
hypoleuca,78,57,NA,18860.916015625
hypoleuca,114,65,50.2138557434082,14207.5830078125
hypoleuca,66,15,60.5120468139648,16683.75
hypoleuca,66,65,53.5722885131836,19122.583984375
hypoleuca,69,64,54.7078323364258,18569.083984375
hypoleuca,83,61,61,18502.666015625
hypoleuca,85,62,63.2560234069824,18814.166015625
hypoleuca,79,65,62.2951812744141,18403.416015625
hypoleuca,77,22,61,16451.333984375
hypoleuca,88,49,54.430721282959,15472.25
hypoleuca,74,13,54,16580.416015625
hypoleuca,82,40,47.7289161682129,17258.083984375
hypoleuca,82,33,48,18004.25
hypoleuca,87,47,NA,18793.25
hypoleuca,88,48,42,15049.9169921875
hypoleuca,90,46,53.7981910705566,17051.833984375
hypoleuca,84,41,NA,18165.083984375
hypoleuca,81,25,60.283130645752,16732.333984375
hypoleuca,83,59,65.8343353271484,18387.166015625
hypoleuca,90,53,40,16049.8330078125
hypoleuca,76,59,65.2650604248047,18776.416015625
hypoleuca,70,15,57.0933723449707,16528.916015625
hypoleuca,79,46,60,17586.333984375
hypoleuca,79,48,58.7078323364258,17595.333984375
hypoleuca,77,21,56.6355438232422,16524.75
hypoleuca,86,48,50,15492.0830078125
hypoleuca,62,56,60.1415672302246,18808.833984375
hypoleuca,84,40,40.6777114868164,14583.1669921875
hypoleuca,85,33,42.4638557434082,14776.4169921875
hypoleuca,85,58,61.7921676635742,18591.333984375
hypoleuca,79,54,62,18368.5
hypoleuca,86,35,42,14903
hypoleuca,75,60,60,19230.25
hypoleuca,75,20,59.7198791503906,16616.416015625
hypoleuca,83,46,51.8463859558105,15382.5
hypoleuca,105,59,54,14498.9169921875
hypoleuca,92,67,61.7198791503906,18389.916015625
hypoleuca,74,21,59,16473.75
hypoleuca,83,56,65,18736.5
hypoleuca,106,31,41,15337.9169921875
hypoleuca,63,18,54.966869354248,16814.666015625
hypoleuca,66,58,54.7620468139648,18953
hypoleuca,88,60,52,16568
hypoleuca,79,54,NA,18143.833984375
hypoleuca,68,17,58.8704833984375,16733.583984375
hypoleuca,87,37,57.430721282959,15566.25
hypoleuca,61,58,56.6686744689941,18644.083984375
hypoleuca,83,58,61,18984.083984375
hypoleuca,84,62,60.5180740356445,18668.5
hypoleuca,87,60,58.9457817077637,18917.666015625
hypoleuca,93,48,56.3433723449707,15457.5
hypoleuca,91,47,57,15412.6669921875
hypoleuca,70,18,57.4337348937988,16794.333984375
hypoleuca,67,65,53,18946.166015625
hypoleuca,68,14,60.9066276550293,16681.666015625
hypoleuca,83,32,65,17332.416015625
hypoleuca,99,39,53.3313255310059,17737.083984375
hypoleuca,81,48,NA,18603.333984375
hypoleuca,80,58,64.1716842651367,18961.583984375
hypoleuca,68,46,56,17495.833984375
hypoleuca,63,14,56.8825302124023,16942
hypoleuca,83,16,58.6596374511719,16069.1669921875
hypoleuca,67,10,53.4367485046387,16718.166015625
hypoleuca,76,34,49.5030136108398,18183
hypoleuca,62,57,59.2801208496094,18879.166015625
hypoleuca,97,56,59.2228927612305,16154.25
hypoleuca,83,46,53.8162651062012,15128.0830078125
hypoleuca,75,42,NA,19283.75
hypoleuca,85,35,40.3042182922363,14640.5830078125
hypoleuca,106,41,66.4849395751953,16894.666015625
lepidota,99,38,54.9487953186035,17541.833984375
lepidota,112,55,48.725902557373,14641.8330078125
lepidota,83,35,48.8644561767578,18785.333984375
lepidota,117,44,55.2590370178223,13748.3330078125
lepidota,97,36,52.9126510620117,15436.4169921875
lepidota,97,52,41,14801.5830078125
lepidota,114,60,44,13856.9169921875
lepidota,80,61,54,18752.666015625
lepidota,115,59,49.5421676635742,14862.5830078125
lepidota,84,48,58.3584327697754,15383
lepidota,118,63,54.2018089294434,14948.4169921875
lepidota,117,71,48.8222885131836,14787.1669921875
lepidota,120,64,53.8102416992188,15073
lepidota,99,74,52,17705.583984375
lepidota,118,74,50.8644561767578,14550.3330078125
lepidota,109,66,49.774097442627,14459.5
lepidota,93,50,53.8945770263672,15867.25
lepidota,86,63,53.930721282959,16139.25
lepidota,90,23,60.3403625488281,16025.25
lepidota,96,63,39,14847
lepidota,95,62,48.7801208496094,16323.8330078125
lepidota,113,52,44.4367485046387,15498.25
lepidota,84,42,41.3674697875977,14611.1669921875
lepidota,99,64,46.7138557434082,15867.9169921875
lepidota,90,23,45.8162651062012,14137.9169921875
lepidota,89,34,46,14511.6669921875
lepidota,99,82,52.0271072387695,16644
lepidota,103,58,52.1957817077637,16236.75
lepidota,93,66,NA,15002.1669921875
lepidota,119,69,50.828311920166,14477.6669921875
lepidota,131,73,52.0391578674316,15001.9169921875
lepidota,83,59,65.8343353271484,18387.166015625
lepidota,88,49,50.680721282959,15335.3330078125
lepidota,97,58,48,15906.5
lepidota,93,45,46.8765068054199,16872.583984375
lepidota,120,68,49.3795166015625,14709
lepidota,83,47,41,14421.6669921875
lepidota,94,57,46.4969863891602,17504.583984375
lepidota,94,57,46,17499.833984375
lepidota,117,74,52,13980.4169921875
lepidota,81,42,54,18709.166015625
lepidota,107,38,48.8403625488281,16796.833984375
lepidota,111,63,46.2198791503906,15062.25
lepidota,89,49,42.8493957519531,16040.75
lepidota,109,60,45.6897583007812,16304.75
lepidota,109,61,62,15229
lepidota,103,48,49.3554229736328,14538.4169921875
lepidota,91,57,50.8765068054199,15724.1669921875
lepidota,67,62,55,18953.75
lepidota,82,37,48.1174697875977,18510.833984375
lepidota,87,33,45,14651.6669921875
lepidota,100,78,51.0662651062012,16165.4169921875
lepidota,124,65,49,15262.3330078125
lepidota,114,45,49.3042182922363,17531.833984375
lepidota,106,58,41.2921676635742,13800.25
lepidota,93,48,51.3313255310059,15218
lepidota,126,74,51.7048187255859,14067
lepidota,101,42,47.4608421325684,15116.8330078125
lepidota,74,17,61,16651.5
lepidota,102,58,52,15153.75
lepidota,94,49,56,15411.3330078125
lepidota,120,63,48.1355438232422,15150.75
lepidota,111,78,53.9819259643555,16742.5
lepidota,90,53,40,16049.8330078125
lepidota,89,53,41,16030.5830078125
lepidota,122,75,52.0451812744141,14166.3330078125
lepidota,89,43,42,14506.5
lepidota,66,41,47,18333.166015625
lepidota,130,81,53.0391578674316,16005.3330078125
lepidota,137,82,47.8403625488281,14888.1669921875
lepidota,93,81,55.3012046813965,16438.166015625
lepidota,103,56,40,13881.8330078125
lepidota,102,53,55.1957817077637,14897.6669921875
lepidota,98,51,56.5843391418457,14979.5830078125
lepidota,116,68,53.8162651062012,15251.8330078125
